DNA Sequence,avg_reward,highest reward in an episode,the whole 10 episodes reward,what kind of mutaion 
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 14, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",184.3,458,"[135.0, 147.0, 233.0, 159.0, 91.0, 13.0, 458.0, 153.0, 360.0, 94.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 63, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",184.1,382,"[167.0, 172.0, 382.0, 52.0, 256.0, 171.0, 266.0, 114.0, 150.0, 111.0]",add a classical layer
"['C', 37, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",182.9,348,"[90.0, 78.0, 81.0, 149.0, 109.0, 317.0, 222.0, 292.0, 348.0, 143.0]",change the activation fucntion of a layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 35, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",182.6,326,"[73.0, 255.0, 187.0, 72.0, 195.0, 133.0, 105.0, 291.0, 189.0, 326.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 64, 'T', 'C', 38, 'R', 'C', 1]",182.4,276,"[166.0, 113.0, 260.0, 174.0, 276.0, 164.0, 166.0, 191.0, 185.0, 129.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 55, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",182.2,255,"[148.0, 218.0, 148.0, 158.0, 185.0, 159.0, 152.0, 224.0, 175.0, 255.0]",add a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 55, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",182.2,255,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 55, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",182.2,255,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 55, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",182.2,255,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 55, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",182.2,255,[],identity
"['C', 37, 'R', 'C', 49, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",182.2,351,"[171.0, 145.0, 157.0, 42.0, 210.0, 208.0, 351.0, 179.0, 174.0, 185.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 50, 'T', 'C', 5, 'T', 'C', 1]",181.7,316,"[140.0, 152.0, 187.0, 33.0, 164.0, 102.0, 316.0, 239.0, 242.0, 242.0]",alter a layer: add
"['C', 50, 'R', 'C', 6, 'R', 'C', 5, 'T', 'C', 1]",181.6,287,"[166.0, 181.0, 164.0, 90.0, 179.0, 190.0, 287.0, 64.0, 254.0, 241.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",181,262,"[172.0, 198.0, 168.0, 183.0, 186.0, 181.0, 170.0, 131.0, 262.0, 159.0]",remove a quantum layer
"['C', 50, 'T', 'C', 20, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 1, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",180.4,426,"[164.0, 109.0, 193.0, 46.0, 119.0, 178.0, 413.0, 74.0, 426.0, 82.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 1, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 49, 'R', 'C', 1]",180.3,297,"[142.0, 100.0, 42.0, 297.0, 250.0, 114.0, 161.0, 189.0, 286.0, 222.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",180.1,277,"[277.0, 234.0, 93.0, 174.0, 240.0, 125.0, 145.0, 218.0, 74.0, 221.0]",change the repetitions of the ansatz
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",180.1,277,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",180.1,277,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",180.1,277,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",180.1,277,[],change the repetitions of the ansatz
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",180.1,277,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",180.1,277,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",180.1,277,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",180.1,277,[],change the repetitions of the ansatz
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",180.1,277,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",180.1,277,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",180.1,277,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",180.1,277,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 1, 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",179.9,338,"[167.0, 80.0, 225.0, 41.0, 228.0, 34.0, 205.0, 338.0, 260.0, 221.0]",add a classical layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 29, 'T', 'C', 5, 'T', 'C', 1]",179.6,318,"[178.0, 73.0, 208.0, 52.0, 259.0, 269.0, 133.0, 318.0, 247.0, 59.0]",alter a layer: add
"['C', 37, 'R', 'C', 33, 'T', 'C', 1]",179.5,303,"[94.0, 160.0, 180.0, 83.0, 247.0, 230.0, 303.0, 161.0, 123.0, 214.0]",remove a classical layer
"['C', 57, 'R', 'C', 24, 'T', 'C', 1]",179.1,401,"[169.0, 75.0, 240.0, 31.0, 93.0, 261.0, 377.0, 71.0, 401.0, 73.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 11, 'T', 'C', 9, 'R', 'C', 64, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",178.3,230,"[164.0, 163.0, 189.0, 211.0, 189.0, 79.0, 177.0, 201.0, 180.0, 230.0]",alter a layer: add
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 51, 'T', 'C', 1]",178.2,358,"[165.0, 358.0, 98.0, 162.0, 202.0, 309.0, 116.0, 117.0, 50.0, 205.0]",alter a layer: add
"['C', 37, 'R', 'C', 6, 'T', 'C', 5, 'T', 'C', 53, 'R', 'C', 1]",178.1,340,"[167.0, 137.0, 105.0, 106.0, 191.0, 233.0, 186.0, 193.0, 123.0, 340.0]",add a classical layer
"['C', 37, 'T', 'C', 2, 'R', 'C', 30, 'T', 'C', 1]",178,443,"[249.0, 59.0, 443.0, 23.0, 119.0, 160.0, 198.0, 73.0, 292.0, 164.0]",remove a classical layer
"['C', 37, 'R', 'C', 6, 'T', 'C', 5, 'T', 'C', 1]",177.8,500,"[141.0, 29.0, 81.0, 260.0, 195.0, 70.0, 111.0, 500.0, 195.0, 196.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 6, 'T', 'C', 5, 'T', 'C', 1]",177.8,500,[],identity
"['C', 37, 'R', 'C', 6, 'T', 'C', 5, 'T', 'C', 1]",177.8,500,[],identity
"['C', 37, 'R', 'C', 6, 'T', 'C', 5, 'T', 'C', 1]",177.8,500,[],identity
"['C', 37, 'R', 'C', 6, 'T', 'C', 5, 'T', 'C', 1]",177.8,500,[],identity
"['C', 37, 'R', 'C', 6, 'T', 'C', 5, 'T', 'C', 1]",177.8,500,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 64, 'T', 'C', 24, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",177.3,295,"[143.0, 295.0, 145.0, 133.0, 174.0, 157.0, 161.0, 189.0, 145.0, 231.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 3, 'T', 'Q', 3, 'F', 3, 'C', 9, 'R', 'C', 64, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",177.1,360,"[167.0, 229.0, 116.0, 89.0, 360.0, 182.0, 163.0, 185.0, 86.0, 194.0]",add a quantum layer
"['C', 37, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",177,310,"[170.0, 272.0, 73.0, 209.0, 197.0, 310.0, 84.0, 127.0, 137.0, 191.0]",change the activation fucntion of a layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'L', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",176.9,253,"[170.0, 114.0, 231.0, 98.0, 163.0, 158.0, 155.0, 192.0, 253.0, 235.0]",change the entanglement type of the ansatz
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 53, 'R', 'C', 55, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",176.8,285,"[165.0, 68.0, 148.0, 256.0, 173.0, 142.0, 171.0, 166.0, 285.0, 194.0]",add a classical layer
"['C', 37, 'R', 'C', 14, 'T', 'C', 5, 'T', 'C', 1]",176.4,350,"[168.0, 349.0, 100.0, 168.0, 135.0, 350.0, 49.0, 132.0, 130.0, 183.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",176.4,349,"[138.0, 32.0, 72.0, 236.0, 243.0, 349.0, 236.0, 184.0, 262.0, 12.0]",change the entanglement type of the ansatz
"['C', 50, 'T', 'C', 36, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",176.3,211,"[211.0, 208.0, 177.0, 180.0, 209.0, 190.0, 181.0, 187.0, 193.0, 27.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 55, 'R', 'C', 24, 'R', 'C', 5, 'T', 'C', 1]",175.9,480,"[153.0, 16.0, 274.0, 159.0, 120.0, 54.0, 480.0, 153.0, 167.0, 183.0]",change the activation fucntion of a layer
"['C', 49, 'T', 'C', 37, 'R', 'C', 53, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",175.1,230,"[164.0, 230.0, 177.0, 189.0, 14.0, 201.0, 198.0, 202.0, 204.0, 172.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'L', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",175,328,"[140.0, 245.0, 129.0, 162.0, 104.0, 249.0, 328.0, 194.0, 29.0, 170.0]",change the entanglement type of the ansatz
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'L', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",175,328,[],change the entanglement type of the ansatz
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'L', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",175,328,[],change the entanglement type of the ansatz
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'L', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",175,328,[],change the entanglement type of the ansatz
"['C', 40, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",174.9,295,"[170.0, 118.0, 203.0, 24.0, 152.0, 169.0, 172.0, 232.0, 295.0, 214.0]",remove a classical layer
"['C', 37, 'R', 'C', 34, 'R', 'C', 55, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",174.8,500,"[139.0, 34.0, 76.0, 141.0, 125.0, 145.0, 199.0, 500.0, 171.0, 218.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 27, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",174.5,251,"[167.0, 106.0, 240.0, 216.0, 52.0, 199.0, 170.0, 251.0, 162.0, 182.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 44, 'R', 'C', 38, 'R', 'C', 1]",174,397,"[199.0, 260.0, 52.0, 126.0, 137.0, 125.0, 397.0, 55.0, 148.0, 241.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'T', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",174,259,"[165.0, 259.0, 89.0, 83.0, 183.0, 245.0, 172.0, 186.0, 158.0, 200.0]",change the entanglement type of the ansatz
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 64, 'T', 'C', 42, 'R', 'C', 53, 'R', 'C', 1]",173.2,230,"[214.0, 230.0, 115.0, 145.0, 155.0, 205.0, 190.0, 129.0, 210.0, 139.0]",alter a layer: add
"['C', 18, 'T', 'C', 37, 'R', 'C', 6, 'R', 'C', 5, 'T', 'C', 1]",172,354,"[117.0, 22.0, 30.0, 184.0, 158.0, 354.0, 332.0, 125.0, 254.0, 144.0]",add a classical layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 6, 'R', 'Q', 6, 'F', 3, 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",171.8,285,"[155.0, 131.0, 170.0, 60.0, 158.0, 251.0, 207.0, 163.0, 285.0, 138.0]",add a quantum layer
"['C', 50, 'T', 'C', 35, 'R', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",171.7,294,"[167.0, 76.0, 241.0, 294.0, 175.0, 133.0, 198.0, 169.0, 130.0, 134.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'T', 'C', 1]",171.4,227,"[135.0, 118.0, 186.0, 118.0, 222.0, 145.0, 227.0, 218.0, 174.0, 171.0]",change the activation fucntion of a layer
"['C', 53, 'R', 'C', 6, 'R', 'C', 5, 'T', 'C', 1]",171.4,315,"[164.0, 85.0, 149.0, 113.0, 102.0, 162.0, 205.0, 315.0, 282.0, 137.0]",alter a layer: add
"['C', 37, 'R', 'C', 6, 'T', 'C', 5, 'T', 'C', 1, 'T', 'C', 2]",171.3,295,"[133.0, 38.0, 81.0, 229.0, 295.0, 166.0, 260.0, 93.0, 280.0, 138.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'T', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",171.3,265,"[170.0, 257.0, 89.0, 77.0, 229.0, 255.0, 226.0, 119.0, 265.0, 26.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 38, 'T', 'C', 5, 'T', 'C', 1]",171.2,272,"[167.0, 66.0, 198.0, 92.0, 272.0, 171.0, 261.0, 146.0, 199.0, 140.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 43, 'R', 'C', 1]",171.2,218,"[168.0, 113.0, 198.0, 215.0, 91.0, 148.0, 218.0, 195.0, 191.0, 175.0]",add a classical layer
"['C', 37, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",170.9,286,"[170.0, 78.0, 184.0, 83.0, 234.0, 185.0, 286.0, 95.0, 205.0, 189.0]",change the activation fucntion of a layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",170.7,259,"[171.0, 224.0, 88.0, 32.0, 259.0, 202.0, 206.0, 141.0, 251.0, 133.0]",change the repetitions of the ansatz
"['C', 52, 'R', 'C', 5, 'T', 'C', 1]",170.5,283,"[164.0, 78.0, 152.0, 122.0, 96.0, 249.0, 283.0, 151.0, 250.0, 160.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 64, 'T', 'C', 38, 'R', 'C', 1]",170.3,320,"[135.0, 105.0, 258.0, 15.0, 244.0, 16.0, 207.0, 266.0, 137.0, 320.0]",remove a classical layer
"['C', 37, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",169.9,388,"[168.0, 82.0, 164.0, 101.0, 109.0, 152.0, 130.0, 388.0, 287.0, 118.0]",change the activation fucntion of a layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 18, 'T', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'T', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",169.7,261,"[159.0, 122.0, 227.0, 165.0, 156.0, 157.0, 261.0, 151.0, 169.0, 130.0]",add a classical layer
"['C', 43, 'R', 'C', 24, 'T', 'C', 1]",168.2,261,"[226.0, 121.0, 162.0, 118.0, 166.0, 108.0, 156.0, 104.0, 261.0, 260.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'R', 'C', 9, 'R', 'C', 64, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",167.5,307,"[137.0, 107.0, 141.0, 307.0, 118.0, 155.0, 184.0, 196.0, 158.0, 172.0]",change the activation fucntion of a layer
"['C', 50, 'R', 'C', 24, 'R', 'C', 5, 'T', 'C', 1]",167.4,259,"[172.0, 80.0, 259.0, 101.0, 161.0, 179.0, 235.0, 163.0, 139.0, 185.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 1]",167,285,"[89.0, 87.0, 65.0, 276.0, 107.0, 193.0, 195.0, 285.0, 198.0, 175.0]",change the activation fucntion of a layer
"['C', 46, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",167,263,"[169.0, 149.0, 35.0, 130.0, 128.0, 177.0, 243.0, 263.0, 123.0, 253.0]",alter a layer: add
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 54, 'T', 'C', 5, 'T', 'C', 1]",166.9,278,"[145.0, 26.0, 177.0, 166.0, 278.0, 257.0, 222.0, 49.0, 168.0, 181.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'T', 'C', 38, 'R', 'C', 1]",166.6,277,"[130.0, 264.0, 156.0, 125.0, 115.0, 200.0, 277.0, 55.0, 180.0, 164.0]",change the activation fucntion of a layer
"['C', 37, 'T', 'C', 6, 'T', 'C', 5, 'T', 'C', 1]",166.4,262,"[163.0, 87.0, 165.0, 101.0, 262.0, 205.0, 163.0, 175.0, 208.0, 135.0]",change the activation fucntion of a layer
"['C', 46, 'R', 'C', 5, 'T', 'C', 1]",166.4,310,"[172.0, 75.0, 109.0, 156.0, 111.0, 249.0, 110.0, 310.0, 128.0, 244.0]",remove a classical layer
"['C', 50, 'T', 'C', 40, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 64, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",164.8,206,"[169.0, 145.0, 145.0, 206.0, 165.0, 132.0, 176.0, 154.0, 181.0, 175.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'T', 'C', 38, 'R', 'C', 1]",164.5,211,"[149.0, 139.0, 210.0, 211.0, 146.0, 177.0, 156.0, 178.0, 127.0, 152.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 37, 'T', 'C', 1]",164.1,263,"[141.0, 109.0, 147.0, 119.0, 178.0, 82.0, 256.0, 219.0, 127.0, 263.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 5, 'T', 'Q', 5, 'F', 1, 'C', 9, 'R', 'C', 64, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",164.1,242,"[167.0, 142.0, 162.0, 169.0, 137.0, 214.0, 148.0, 112.0, 148.0, 242.0]",add a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'R', 'C', 9, 'R', 'C', 64, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",164,262,"[244.0, 144.0, 126.0, 262.0, 160.0, 132.0, 130.0, 126.0, 166.0, 150.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 55, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",163.8,260,"[135.0, 236.0, 143.0, 162.0, 101.0, 205.0, 260.0, 169.0, 146.0, 81.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 38, 'T', 'C', 1]",163.7,272,"[94.0, 108.0, 124.0, 263.0, 272.0, 146.0, 111.0, 178.0, 200.0, 141.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",163.3,250,"[187.0, 123.0, 201.0, 250.0, 97.0, 160.0, 164.0, 141.0, 136.0, 174.0]",remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",162.7,212,"[144.0, 153.0, 154.0, 212.0, 159.0, 178.0, 149.0, 169.0, 168.0, 141.0]",remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'T', 'C', 1]",162.6,359,"[165.0, 154.0, 115.0, 79.0, 68.0, 195.0, 359.0, 218.0, 208.0, 65.0]",change the activation fucntion of a layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 31, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",162.5,273,"[157.0, 256.0, 103.0, 81.0, 126.0, 111.0, 210.0, 187.0, 121.0, 273.0]",add a classical layer
"['C', 37, 'R', 'C', 6, 'T', 'C', 5]",161.9,322,"[154.0, 76.0, 281.0, 101.0, 121.0, 44.0, 322.0, 218.0, 205.0, 97.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 53, 'T', 'C', 55, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",161.6,301,"[141.0, 111.0, 103.0, 213.0, 96.0, 108.0, 301.0, 143.0, 281.0, 119.0]",add a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 55, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 13, 'T', 'C', 1]",161.2,289,"[169.0, 105.0, 166.0, 76.0, 115.0, 188.0, 179.0, 289.0, 269.0, 56.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",161.2,270,"[161.0, 81.0, 138.0, 270.0, 115.0, 133.0, 143.0, 162.0, 220.0, 189.0]",remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'T', 'C', 55, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",160.8,285,"[154.0, 18.0, 159.0, 180.0, 208.0, 128.0, 265.0, 174.0, 37.0, 285.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 47, 'R', 'C', 1]",160.4,254,"[169.0, 75.0, 163.0, 99.0, 119.0, 187.0, 252.0, 254.0, 135.0, 151.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 6, 'T', 'C', 9, 'R', 'C', 64, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",160.4,219,"[191.0, 152.0, 125.0, 45.0, 187.0, 219.0, 184.0, 178.0, 177.0, 146.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 6, 'T', 'C', 9, 'R', 'C', 64, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",160.4,219,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 5, 'T', 'C', 24, 'T', 'C', 1]",160,211,"[169.0, 141.0, 200.0, 123.0, 181.0, 204.0, 141.0, 94.0, 136.0, 211.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 41, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",160,230,"[134.0, 115.0, 175.0, 89.0, 141.0, 169.0, 182.0, 196.0, 230.0, 169.0]",add a classical layer
